target_present,Movement_leftEar,Movement_leftShoulder,Movement_neck,Movement_nose,Movement_rightEar,Movement_rightShoulder,Movement_spineLower,Movement_spineMid,Movement_spineUpper,Movement_tailBase,All_bp_movements_Animal_1_sum,All_bp_movements_Animal_1_mean,All_bp_movements_Animal_1_min,All_bp_movements_Animal_1_max,Mean_All_bp_movements_Animal_1_mean_2,Sum_All_bp_movements_Animal_1_mean_2,Mean_All_bp_movements_Animal_1_mean_5,Sum_All_bp_movements_Animal_1_mean_5,Mean_All_bp_movements_Animal_1_mean_6,Sum_All_bp_movements_Animal_1_mean_6,Mean_All_bp_movements_Animal_1_mean_7.5,Sum_All_bp_movements_Animal_1_mean_7.5,Mean_All_bp_movements_Animal_1_mean_15,Sum_All_bp_movements_Animal_1_mean_15,Sum_probabilities,Mean_probabilities,Low_prob_detections_0.1,Low_prob_detections_0.5,Low_prob_detections_0.75
1,0.056993373,0.057532314,0.0281647779999999,0.080593266,0.024371231,0.006445628,0.03309601,0.13861321,0.22671084,0.061751306,0.71427196,0.071427196,0.006445628,0.22671084,0.0918067544698715,0.183613508939743,0.1405911684036254,0.7029558420181274,0.1482932493090629,0.8897594958543777,0.1585222418819155,1.1096556931734085,0.1728807101647059,2.5932106524705887,8.534668,0.8534668,0,1,2
1,0.07338395,0.021987094,0.03889147,0.025901938,0.0313422,0.0143543985,0.015885951,0.008145114,0.0032737295,0.0038490086,0.23701485,0.023701485,0.0032737295,0.07338395,0.0216693859547376,0.0433387719094753,0.0135818823706358,0.0679094118531793,0.0119499188149347,0.0716995128896087,0.0105971065017261,0.0741797455120831,0.0068060949599991,0.1020914243999868,9.432129,0.94321287,0,0,0
1,0.009953275,0.008905956,0.0052675065,0.007510018,0.008062624,0.0050972863,0.009676263,0.0007946975999999,0.001438198,0.0112310939999999,0.06793691,0.0067936913,0.0007946975999999,0.0112310939999999,0.0060311099514365,0.012062219902873,0.0063949952833354,0.0319749764166772,0.0072453072449813,0.0434718434698879,0.0079323076643049,0.0555261536501348,0.0130986972401539,0.1964804586023092,9.473145,0.94731444,0,0,0
1,0.12323042,0.042232063,0.11552479,0.042761818,0.013550467,0.03413777,0.029407488,0.032367446,0.023249116,0.004601718,0.46106306,0.04610631,0.004601718,0.12323042,0.0417254716157913,0.0834509432315826,0.0593803785741329,0.2969018928706646,0.0583468694239854,0.3500812165439129,0.0562704370490142,0.3938930593430996,0.0594561539590358,0.8918423093855381,9.182617,0.9182617,0,0,1
1,0.0075913384,0.06516486,0.053196266,0.051444907,0.07775305,0.08090688,0.04444665,0.091358475,0.013084161,0.018648509,0.5035951,0.05035951,0.0075913384,0.091358475,0.064537514001131,0.1290750280022621,0.0706553973257541,0.3532769866287708,0.0679470965017875,0.4076825790107249,0.0629963486322334,0.4409744404256344,0.0453633703912297,0.6804505558684468,8.856444999999999,0.88564456,0,0,1
1,0.017410222,0.004662113,0.0029692068,0.0049586394,0.006300186,0.010793667,0.004401745,0.0061322455,0.0026114807,0.010683086,0.07092259,0.007092259,0.0026114807,0.017410222,0.0069429751019924,0.0138859502039849,0.0060139221139252,0.030069610569626,0.0065112058849384,0.0390672353096306,0.0072234431946916,0.0505641023628413,0.0129345494632919,0.1940182419493794,9.495117,0.9495117,0,0,0
1,0.015986089,0.055301204,0.052172653,0.026433336,0.03555904,0.111157365,0.03420448,0.045623418,0.07299813,0.20386143,0.6532971,0.065329716,0.015986089,0.20386143,0.1059942618012428,0.2119885236024856,0.0952999889850616,0.4764999449253082,0.0871131643652916,0.5226789861917496,0.0787790119647979,0.5514530837535858,0.0549685940146446,0.8245289102196693,9.558594,0.95585936,0,0,0
1,0.09158493,0.0307939429999999,0.0254161729999999,0.012533186,0.03339148,0.0347783,0.014022365,0.02052956,0.0016943362,0.014592086,0.27933636,0.027933633,0.0016943362,0.09158493,0.032709359191358,0.0654187183827161,0.0429129499942064,0.2145647499710321,0.0481381605689724,0.2888289634138345,0.0513872219515698,0.3597105536609888,0.04003375878868,0.6005063818302006,9.44873,0.94487303,0,0,0
1,0.21341072,0.10447531,0.014714838,0.073831014,0.04497374,0.025784522,0.030663112,0.021027816,0.005410407,0.00061763235,0.5349090999999999,0.053490914,0.00061763235,0.21341072,0.0462076272815465,0.0924152545630932,0.0268382340669631,0.1341911703348159,0.0245193076940874,0.1471158461645245,0.021965011156031,0.1537550780922174,0.013244069678088,0.1986610451713204,9.381836,0.9381836,0,0,0
1,0.13519652,0.18216673,0.18356696,0.15978314,0.21175426,0.17626405,0.11623077,0.06575884,0.07035651,0.1655105,1.4665883,0.14665881,0.06575884,0.21175426,0.1378591805696487,0.2757183611392975,0.0914698541164398,0.4573492705821991,0.0810205613573392,0.4861233681440354,0.0801780947617122,0.5612466633319855,0.0510785459540784,0.7661781893111765,9.496582,0.9496582,0,0,0
1,0.0051101586,0.0005210876,0.000773112,0.0006897663,0.002151641,0.0015897285,0.0029015666999999,0.003523002,0.0028605605,0.0015597438,0.021680368,0.0021680365,0.0005210876,0.0051101586,0.0046013863757252,0.0092027727514505,0.0043403950519859,0.0217019752599298,0.0040451632424568,0.0242709794547408,0.0037792655306735,0.0264548587147146,0.0032482517727961,0.0487237765919417,9.415527,0.94155276,0,0,0
1,0.16992712,0.039302055,0.12638174,0.07557905,0.072937876,0.041691277,0.0281775479999999,0.0170940589999999,0.005425728,0.0020526533,0.5785691,0.057856917,0.0020526533,0.16992712,0.0407792013138532,0.0815584026277065,0.024437409825623,0.1221870491281151,0.0209610548724109,0.1257663292344659,0.0185080614672707,0.1295564302708953,0.0105661014405389,0.1584915216080844,9.301758,0.9301758,0,0,0
1,0.01111662,0.029214766,0.02488206,0.021936571,0.0157461,0.039953396,0.027007652,0.010423378,0.007057724,0.016145645,0.20348391,0.02034839,0.007057724,0.039953396,0.0224176933988928,0.0448353867977857,0.0200953957624733,0.1004769788123667,0.020248462834085,0.1214907770045101,0.0187207503643419,0.1310452525503933,0.064893064678957,0.973395970184356,9.406738,0.9406738,0,0,0
1,0.03613279,0.0437663229999999,0.0247790629999999,0.017220294,0.006710784,0.020429337,0.02034961,0.013648722,0.0015002514,0.0029385354999999,0.18747571,0.018747572,0.0015002514,0.0437663229999999,0.0210189893841743,0.0420379787683486,0.0403284423053264,0.2016422115266323,0.0481809160361687,0.2890854962170124,0.0532627909311226,0.3728395365178585,0.0434937744711836,0.6524066170677543,8.9921875,0.89921874,0,0,1
1,0.04852154,0.19158415,0.08943706,0.17739289,0.06392616,0.09829423,0.091049775,0.056085687,0.008794381,0.00085893716,0.8259448,0.08259449,0.00085893716,0.19158415,0.0795129388570785,0.1590258777141571,0.0922343477606773,0.4611717388033867,0.0855629065384467,0.5133774392306805,0.0776564231408493,0.5435949619859457,0.0614421293139457,0.9216319397091866,8.283203,0.8283203000000001,0,1,3
1,0.04870005,0.05718296,0.089461334,0.04450426,0.044784524,0.09906128,0.02573956,0.025711171,0.011379828,0.03368661,0.4802116,0.04802116,0.011379828,0.09906128,0.0582657754421234,0.1165315508842468,0.0456999961286783,0.2284999806433916,0.04430743586272,0.2658446151763201,0.0457652410758393,0.3203566875308752,0.0502274814993143,0.7534122224897146,8.983887,0.8983886999999999,0,0,1
1,0.03714976,0.028553225,0.021555994,0.021860234,0.014401418,0.006266593,0.043789126,0.03600822,0.008329058,0.014990438,0.23290408,0.023290407,0.006266593,0.043789126,0.0269098058342933,0.0538196116685867,0.0540675848722457,0.2703379243612289,0.0590153274436791,0.354091964662075,0.0581566568996225,0.4070965982973576,0.0441061785444617,0.6615926781669259,8.95752,0.89575195,0,0,1
1,0.22803827,0.15691735,0.18929939,0.18786867,0.13408962,0.17622113,0.13063687,0.18146361,0.01572087,0.17908381,1.5793396,0.15793397,0.01572087,0.22803827,0.1541393026709556,0.3082786053419113,0.103442758321762,0.5172137916088104,0.0926657362530628,0.5559944175183773,0.0890104956924915,0.6230734698474407,0.0880769625306129,1.3211544379591942,9.399414,0.9399414,0,0,0
