target_present,Movement_leftEar,Movement_leftShoulder,Movement_neck,Movement_nose,Movement_rightEar,Movement_rightShoulder,Movement_spineLower,Movement_spineMid,Movement_spineUpper,Movement_tailBase,All_bp_movements_Animal_1_sum,All_bp_movements_Animal_1_mean,All_bp_movements_Animal_1_min,All_bp_movements_Animal_1_max,Mean_All_bp_movements_Animal_1_mean_2,Sum_All_bp_movements_Animal_1_mean_2,Mean_All_bp_movements_Animal_1_mean_5,Sum_All_bp_movements_Animal_1_mean_5,Mean_All_bp_movements_Animal_1_mean_6,Sum_All_bp_movements_Animal_1_mean_6,Mean_All_bp_movements_Animal_1_mean_7.5,Sum_All_bp_movements_Animal_1_mean_7.5,Mean_All_bp_movements_Animal_1_mean_15,Sum_All_bp_movements_Animal_1_mean_15,Sum_probabilities,Mean_probabilities,Low_prob_detections_0.1,Low_prob_detections_0.5,Low_prob_detections_0.75
1,0.27493995,0.17902589,0.32819048,0.2433355,0.09869517,0.033603467,0.25563917,0.056727633,0.014740596,0.0010563139,1.4859542,0.14859542,0.0010563139,0.32819048,0.1201544813811779,0.2403089627623558,0.0830609269440174,0.4153046347200871,0.0719193782036503,0.4315162692219019,0.0626325317259345,0.438427722081542,0.0334354696484903,0.5015320447273552,8.786377,0.8786377000000001,0,1,1
1,0.63490075,0.55374074,0.59639984,0.5810911999999999,0.46351305,0.42554465,0.5063075,0.134034,0.29163164,1.0554957,5.242659,0.5242659000000001,0.134034,1.0554957,0.5321560502052307,1.0643121004104614,0.5325392425060272,2.662696212530136,0.5547051777442297,3.328231066465378,0.5723206869193486,4.00624480843544,0.562586901585261,8.438803523778915,9.595703,0.9595703,0,0,0
1,0.3124398,0.3151016,0.30220807,0.34052876,0.23637001,0.27974492,0.29993683,0.49162325,0.0066315433999999,0.0012640943,2.585849,0.2585849,0.0012640943,0.49162325,0.3705162256956101,0.7410324513912201,0.6672877728939056,3.336438864469528,0.5713025902708372,3.427815541625023,0.4960641355386802,3.472448948770761,0.3431314565241337,5.146971847862004,8.285889,0.82858884,0,1,3
1,0.18567637,0.24725763,0.2235433,0.24546267,0.2016015,0.1766277,0.22418915,0.14441352,0.24772419,0.32068962,2.2171857000000004,0.22171855,0.14441352,0.32068962,0.265244796872139,0.530489593744278,0.2222243636846542,1.1111218184232712,0.2109537695844968,1.265722617506981,0.1996512157576424,1.397558510303497,0.1723741923769315,2.5856128856539726,8.578613,0.85786134,0,0,1
1,0.068044595,0.005878188,0.045729794,0.048878644,0.050339065,0.026015978,0.05565051,0.05285156,0.01685409,0.26511228,0.6353546999999999,0.06353547,0.005878188,0.26511228,0.0724524408578872,0.1449048817157745,0.0834753140807151,0.4173765704035759,0.0817810992399851,0.4906865954399109,0.0739610216447285,0.5177271515130997,0.0392624471647044,0.588936707470566,9.116211,0.9116211,0,0,0
1,0.21580674,0.08257449,0.21446821,0.090280734,0.13026993,0.0163176539999999,0.32650426,0.29544923,0.114308015,0.3170757,1.8030549,0.18030551,0.0163176539999999,0.32650426,0.1577521711587906,0.3155043423175812,0.1095230638980865,0.5476153194904327,0.1086022245387236,0.6516133472323418,0.1128993023719106,0.7902951166033745,0.1142842369774977,1.7142635546624658,9.537598,0.9537598,0,0,0
1,0.18489656,0.30634254,0.205233,0.28318703,0.2592267,0.3063762,0.21012275,0.48825485,0.25267822,0.07026199,2.5665796000000003,0.256658,0.07026199,0.48825485,0.3001246452331543,0.6002492904663086,0.4047051072120666,2.0235255360603333,0.4164902965227763,2.4989417791366577,0.4255554037434714,2.9788878262043,0.5169952849547068,7.754929274320602,9.513672,0.9513672,0,0,0
1,0.22762448,0.2308137,0.25195637,0.17929353,0.269345,0.2686707,0.21612032,1.6868922,1.4908766000000002,0.0028830196,4.824476,0.48244756,0.0028830196,1.6868922,0.3285842090845108,0.6571684181690216,0.6338461309671402,3.169230654835701,0.5356440103302399,3.21386406198144,0.4671687563615186,3.27018129453063,0.3395514823496341,5.093272235244513,8.0686035,0.8068603,0,2,3
1,0.46915457,0.5466406,0.53807646,0.53045267,0.49245843,0.49403936,0.47859594,0.50285506,0.35065222,0.009981129,4.4129066,0.44129062,0.009981129,0.5466406,0.4024303555488585,0.8048607110977173,0.3662014544010162,1.8310072720050807,0.3682989676793416,2.20979380607605,0.3878444262913296,2.714910984039306,0.6699409673611323,10.049114510416985,8.784302,0.8784301999999999,0,1,1
1,0.19521643,0.08820624,0.030152718,0.03710989,0.086871654,0.036077812,0.09836625,0.21719219,0.27004072,0.47820807,1.537442,0.15374419,0.030152718,0.47820807,0.1647727414965629,0.3295454829931259,0.2279249876737594,1.1396249383687973,0.2402285411953926,1.4413712471723557,0.2404021599463054,1.682815119624138,0.164352623745799,2.465289356186986,9.572266,0.9572266,0,0,0
1,0.09293412,0.13076855,0.15208851,0.11331146,0.05884123,0.07633246,0.124509856,0.12305247,0.060432788,0.08059145,1.0128629,0.10128629,0.05884123,0.15208851,0.1379779949784279,0.2759559899568558,0.1458389401435852,0.7291947007179259,0.1436559086044629,0.8619354516267776,0.1375135970967156,0.9625951796770096,0.1283558006087939,1.9253370091319084,8.940430000000001,0.89404297,0,0,2
1,0.0266854479999999,0.2061305,0.13423099,0.0517356,0.14436275,0.034927886,0.063340776,0.0275442189999999,0.0035103464,0.0186572,0.71112573,0.07111257,0.0035103464,0.2061305,0.0808590538799762,0.1617181077599525,0.0832519084215164,0.4162595421075821,0.088439043611288,0.5306342616677284,0.091173455119133,0.6382141858339311,0.1055699460208416,1.583549190312624,8.2771,0.8277100000000001,0,1,2
1,0.1482487,0.1330697,0.12719427,0.13504551,0.113117434,0.08862995,0.14065805,0.062803656,0.11786388,0.22737266,1.2940038,0.12940039,0.062803656,0.22737266,0.1422469690442085,0.284493938088417,0.1155744440853595,0.5778722204267979,0.1056874760737021,0.6341248564422131,0.0987376714391367,0.6911637000739574,0.1384190278748671,2.076285418123007,9.208008,0.9208008,0,0,1
1,0.19689925,0.18821867,0.20295592,0.11330119,0.041783765,0.06732597,0.07639791,0.053413406,0.0230757989999999,0.07878263,1.0421546,0.10421544,0.0230757989999999,0.20295592,0.1143071055412292,0.2286142110824585,0.0889048367738723,0.4445241838693619,0.1033864095807075,0.6203184574842453,0.0998978135841233,0.6992846950888634,0.0955039744575818,1.4325596168637276,9.100586,0.9100586,0,0,1
1,0.014900323,0.003980981,0.053591803,0.006178543,0.0079559219999999,0.001663046,0.0043068509999999,0.022710532,0.0016652547,0.0003319674299999,0.11728523,0.011728523,0.0003319674299999,0.053591803,0.0094320813659578,0.0188641627319157,0.0116857250221073,0.0584286251105368,0.0129547998464355,0.0777287990786135,0.0132575909873204,0.0928031369112432,0.0273816906847059,0.4107253602705896,9.063477,0.90634763,0,0,0
